"Time.period","Area.code","Area.name","Region.or.country.name","Index","Monthly.change","Annual.change","Rental.price","Index.one.bed","Monthly.change.one.bed","Annual.change.one.bed","Rental.price.one.bed","Index.two.bed","Monthly.change.two.bed","Annual.change.two.bed","Rental.price.two.bed","Index.three.bed","Monthly.change.three.bed","Annual.change.three.bed","Rental.price.three.bed","Index.four.or.more.bed","Monthly.change.four.or.more.bed","Annual.change.four.or.more.bed","Rental.price.four.or.more.bed","Index.detached","Monthly.change.detached","Annual.change.detached","Rental.price.detached","Index.semidetached","Monthly.change.semidetached","Annual.change.semidetached","Rental.price.semidetached","Index.terraced","Monthly.change.terraced","Annual.change.terraced","Rental.price.terraced","Index.flat.maisonette","Monthly.change.flat.maisonette","Annual.change.flat.maisonette","Rental.price.flat.maisonette"
43739,"E09000024","Merton","London",89.479156,0.247906,1.164926,1571,90.119105,0.327429,1.668418,1177,90.058886,0.186816,0.737409,1469,88.6488,0.209442,1.078833,1725,88.152961,0.311462,1.226179,2413,88.123447,0.218163,0.728618,2090,88.817834,0.272409,1.205934,2150,88.554393,0.263973,1.339926,1775,90.016479,0.234857,1.08005,1398
43770,"E09000024","Merton","London",89.588443,0.122137,1.43491,1573,90.266656,0.163728,2.008334,1179,90.145263,0.095912,1.000822,1470,88.749591,0.113697,1.315939,1727,88.276811,0.140494,1.39348,2416,88.186191,0.0712,0.891736,2092,88.90944,0.103139,1.425631,2152,88.679264,0.141011,1.595053,1777,90.125068,0.120633,1.376247,1400
43800,"E09000024","Merton","London",89.680155,0.10237,1.739728,1574,90.413905,0.163128,2.461199,1181,90.222626,0.08582,1.314041,1471,88.829656,0.090215,1.59286,1728,88.304218,0.031047,1.428114,2417,88.238893,0.059763,1.100275,2093,88.976141,0.075022,1.627388,2154,88.758183,0.088995,1.818054,1779,90.231065,0.117611,1.752448,1401
43831,"E09000024","Merton","London",89.863,0.203886,2.088809,1577,90.631252,0.24039,2.886328,1183,90.410057,0.207743,1.705541,1474,89.009024,0.201923,1.934549,1732,88.35706,0.059841,1.567344,2418,88.392527,0.174111,1.422097,2096,89.12033,0.162053,1.909634,2157,88.918579,0.18071,2.089634,1782,90.436022,0.227146,2.159024,1404
43862,"E09000024","Merton","London",90.852992,1.101668,2.792767,1595,91.684284,1.161887,3.642763,1197,91.411334,1.107484,2.473235,1491,89.989048,1.101039,2.627418,1751,89.206429,0.961291,2.089165,2441,89.33975,1.071609,2.158782,2119,90.072536,1.06845,2.557711,2180,89.865112,1.064495,2.698631,1801,91.456496,1.128394,2.92223,1420
43891,"E09000024","Merton","London",91.942401,1.199089,3.801994,1614,92.858287,1.280484,4.671419,1212,92.510954,1.202936,3.532441,1509,91.078351,1.210484,3.629046,1772,90.155221,1.063592,3.030696,2467,90.357892,1.139629,3.24259,2143,91.096926,1.137294,3.552866,2205,90.917743,1.171346,3.654855,1822,92.579705,1.228134,3.955345,1438
43922,"E09000024","Merton","London",92.869072,1.007882,4.724936,1630,93.859788,1.078526,5.58202,1226,93.435602,0.999502,4.478516,1524,91.991244,1.002316,4.548667,1790,90.999129,0.936062,3.94908,2490,91.258756,0.996996,4.25675,2164,91.999295,0.990559,4.494944,2227,91.806334,0.977356,4.552765,1840,93.526504,1.022686,4.876525,1452
43952,"E09000024","Merton","London",93.165209,0.318876,4.998588,1635,94.201892,0.364484,5.804258,1230,93.732888,0.318171,4.7582,1529,92.290389,0.325188,4.853628,1796,91.225354,0.248601,4.21903,2497,91.546158,0.314931,4.56954,2171,92.295448,0.321908,4.794,2234,92.078524,0.296483,4.841228,1845,93.832373,0.32704,5.133418,1457
43983,"E09000024","Merton","London",93.331288,0.178264,5.198175,1638,94.392035,0.201846,5.946515,1232,93.908659,0.187523,4.98431,1531,92.457654,0.181238,5.071726,1799,91.339724,0.125371,4.43423,2500,91.723853,0.194103,4.808956,2175,92.453636,0.171393,4.989041,2238,92.229054,0.16348,5.054184,1848,94.005008,0.183982,5.324184,1460
44013,"E09000024","Merton","London",93.449092,0.126221,5.107075,1640,94.522841,0.138578,5.792391,1234,94.039729,0.139572,4.90629,1534,92.582157,0.13466,4.999212,1801,91.435801,0.105187,4.423583,2502,91.827021,0.112477,4.757146,2178,92.547696,0.101737,4.906984,2240,92.345752,0.12653,4.987501,1851,94.127888,0.130717,5.21518,1462
44044,"E09000024","Merton","London",93.482241,0.035473,5.008942,1641,94.571878,0.051879,5.617839,1235,94.066535,0.028505,4.862727,1534,92.612328,0.032588,4.927961,1802,91.492956,0.062508,4.42323,2504,91.889169,0.067679,4.753266,2179,92.546569,-0.001217,4.785146,2240,92.396298,0.054736,4.906574,1852,94.158129,0.032127,5.108609,1462
44075,"E09000024","Merton","London",93.41161,-0.075556,4.653628,1640,94.506896,-0.068712,5.212251,1234,93.955212,-0.118345,4.521318,1532,92.556541,-0.060237,4.626789,1801,91.516094,0.02529,4.138455,2505,91.851187,-0.041334,4.457525,2178,92.489272,-0.061912,4.417341,2239,92.373332,-0.024856,4.587892,1851,94.065208,-0.098686,4.743184,1461
44105,"E09000024","Merton","London",93.361624,-0.053512,4.338963,1639,94.444537,-0.065984,4.799683,1233,93.853615,-0.108133,4.213609,1531,92.52886,-0.029907,4.376889,1800,91.560384,0.048395,3.865352,2506,91.821875,-0.031913,4.196871,2178,92.466754,-0.024346,4.108319,2238,92.387825,0.01569,4.328902,1852,93.984959,-0.085312,4.408615,1460
44136,"E09000024","Merton","London",93.232145,-0.138685,4.067156,1637,94.307346,-0.14526,4.476393,1231,93.685454,-0.179174,3.927206,1528,92.428452,-0.108515,4.145215,1798,91.41255,-0.161461,3.552165,2502,91.645192,-0.192419,3.922384,2174,92.332047,-0.145681,3.849543,2235,92.295584,-0.099841,4.077978,1850,93.844805,-0.149124,4.127306,1457
44166,"E09000024","Merton","London",93.261395,0.031373,3.993347,1637,94.323734,0.017377,4.324366,1232,93.707764,0.023813,3.86282,1528,92.49138,0.068083,4.122186,1800,91.347728,-0.070911,3.446619,2500,91.636767,-0.009193,3.850766,2173,92.33654,0.004865,3.776741,2235,92.336047,0.04384,4.031024,1851,93.875914,0.033149,4.039461,1458
44197,"E09000024","Merton","London",93.175814,-0.091764,3.686516,1636,94.263229,-0.064146,4.007422,1231,93.642437,-0.069713,3.575244,1527,92.4525,-0.042036,3.868683,1799,91.100847,-0.270265,3.10534,2493,91.48542,-0.16516,3.499043,2170,92.207365,-0.139895,3.463895,2232,92.223257,-0.122152,3.716522,1848,93.811514,-0.068601,3.732464,1457
44228,"E09000024","Merton","London",93.043758,-0.141727,2.411331,1633,94.146428,-0.123909,2.685459,1229,93.528333,-0.121851,2.315904,1525,92.377834,-0.080761,2.65453,1797,90.987735,-0.124162,1.996836,2490,91.365225,-0.131381,2.26716,2167,92.102239,-0.11401,2.253409,2229,92.103882,-0.129442,2.491255,1846,93.668559,-0.152386,2.418705,1455
44256,"E09000024","Merton","London",92.751165,-0.314469,0.879642,1628,93.881481,-0.281421,1.101888,1226,93.242848,-0.305239,0.791143,1521,92.129159,-0.269194,1.153741,1792,90.785551,-0.22221,0.699161,2485,91.112977,-0.276088,0.83566,2161,91.859872,-0.26315,0.83751,2223,91.8278,-0.29975,1.000967,1840,93.357703,-0.331868,0.840355,1450
44287,"E09000024","Merton","London",92.110899,-0.690305,-0.816389,1617,93.207612,-0.717787,-0.694841,1217,92.568273,-0.72346,-0.928264,1510,91.526962,-0.653644,-0.504702,1781,90.32846,-0.503484,-0.737006,2472,90.623968,-0.536705,-0.695591,2149,91.318696,-0.589133,-0.739787,2210,91.24531,-0.634328,-0.611095,1829,92.668731,-0.737991,-0.917144,1439
44317,"E09000024","Merton","London",91.658831,-0.490786,-1.616889,1609,92.681513,-0.564438,-1.613958,1210,92.071998,-0.536118,-1.771939,1501,91.111772,-0.453625,-1.277074,1773,89.982809,-0.38266,-1.362061,2463,90.318808,-0.336732,-1.34069,2142,90.954873,-0.39841,-1.452482,2202,90.846268,-0.43733,-1.338267,1821,92.172085,-0.535937,-1.769419,1431
44348,"E09000024","Merton","London",91.276641,-0.41697,-2.201456,1602,92.234932,-0.481845,-2.28526,1204,91.648523,-0.459939,-2.406739,1495,90.785707,-0.357874,-1.808338,1766,89.67902,-0.337608,-1.818161,2454,90.076588,-0.268183,-1.795895,2136,90.65454,-0.3302,-1.945944,2194,90.527004,-0.351433,-1.84546,1814,91.743064,-0.465456,-2.406194,1425
44378,"E09000024","Merton","London",91.468203,0.20987,-2.119752,1606,92.364826,0.14083,-2.283063,1206,91.814243,0.180822,-2.366537,1497,91.042699,0.283075,-1.662802,1771,89.954603,0.307299,-1.619932,2462,90.369311,0.324971,-1.587452,2143,90.922347,0.295415,-1.756228,2201,90.778893,0.278247,-1.696731,1819,91.891767,0.162086,-2.37562,1427
44409,"E09000024","Merton","London",91.610598,0.155677,-2.002138,1608,92.455706,0.098392,-2.237634,1207,91.937702,0.134466,-2.263114,1499,91.228099,0.203641,-1.494648,1775,90.205268,0.278657,-1.407417,2469,90.589398,0.243542,-1.414498,2149,91.112517,0.209156,-1.549547,2205,90.977886,0.219207,-1.535139,1823,91.999359,0.117086,-2.292706,1429
44440,"E09000024","Merton","London",91.94479,0.364795,-1.570276,1614,92.665062,0.226439,-1.948889,1210,92.220977,0.308116,-1.84581,1504,91.579147,0.384803,-1.055996,1782,90.760927,0.615994,-0.825174,2484,91.059038,0.518427,-0.862426,2160,91.537783,0.466749,-1.028755,2216,91.399865,0.463825,-1.05384,1832,92.275577,0.300238,-1.902543,1433
44470,"E09000024","Merton","London",92.156177,0.229907,-1.291158,1618,92.725772,0.065516,-1.819867,1211,92.374607,0.166589,-1.575867,1506,91.816119,0.258762,-0.77029,1786,91.242634,0.530743,-0.347038,2497,91.403896,0.378719,-0.455206,2168,91.86355,0.355882,-0.652347,2223,91.723922,0.354549,-0.718604,1838,92.415014,0.15111,-1.670421,1435
44501,"E09000024","Merton","London",92.403268,0.268122,-0.889046,1622,92.809242,0.090019,-1.588534,1212,92.574483,0.216376,-1.185852,1510,92.116636,0.327303,-0.33736,1792,91.744936,0.550512,0.363611,2511,91.770493,0.401074,0.136725,2177,92.231649,0.400702,-0.108736,2232,92.099316,0.409265,-0.212652,1846,92.583537,0.182354,-1.343994,1438
44531,"E09000024","Merton","London",92.613259,0.227254,-0.694967,1626,92.892344,0.08954,-1.517529,1213,92.771394,0.212705,-0.999245,1513,92.424962,0.334713,-0.07181,1798,92.157111,0.449263,0.886046,2522,92.112586,0.37277,0.519245,2185,92.561989,0.358164,0.244161,2240,92.409033,0.336286,0.079044,1852,92.725488,0.153323,-1.225475,1440
44562,"E09000024","Merton","London",92.927548,0.339356,-0.266449,1631,93.128461,0.254184,-1.203828,1216,93.111525,0.366634,-0.566957,1518,92.841261,0.450418,0.420498,1806,92.569042,0.446987,1.611615,2533,92.548487,0.473227,1.162008,2195,92.965364,0.435788,0.822059,2250,92.790671,0.412988,0.615262,1860,92.990743,0.286064,-0.874915,1444
44593,"E09000024","Merton","London",93.155713,0.24553,0.120325,1635,93.301489,0.185795,-0.897473,1218,93.345968,0.251788,-0.194983,1522,93.151758,0.334438,0.837781,1812,92.91915,0.378212,2.12272,2543,92.91009,0.390717,1.690868,2204,93.298831,0.358701,1.2992,2258,93.064289,0.294876,1.042743,1865,93.174402,0.197503,-0.527558,1447
44621,"E09000024","Merton","London",93.365071,0.22474,0.661885,1639,93.469369,0.179933,-0.43897,1220,93.554397,0.223287,0.334127,1526,93.403683,0.270446,1.383411,1817,93.182213,0.283109,2.639915,2550,93.172073,0.281975,2.259938,2210,93.544413,0.263221,1.833816,2264,93.301578,0.254974,1.604937,1870,93.363367,0.202807,0.006067,1450
44652,"E09000024","Merton","London",93.679087,0.336331,1.7025,1644,93.757959,0.308753,0.590453,1224,93.837675,0.302795,1.371315,1530,93.725896,0.344968,2.402499,1824,93.469763,0.308589,3.477644,2558,93.499165,0.351062,3.172667,2218,93.822858,0.29766,2.742222,2271,93.61963,0.340885,2.602128,1876,93.682203,0.3415,1.09365,1455
44682,"E09000024","Merton","London",94.350752,0.716986,2.936892,1656,94.414029,0.699749,1.869323,1233,94.494856,0.700338,2.631482,1541,94.3839,0.702051,3.591334,1836,94.124192,0.700151,4.602415,2576,94.208099,0.758225,4.306181,2234,94.459673,0.678742,3.853339,2286,94.272387,0.697244,3.771337,1889,94.366645,0.730599,2.380937,1465
44713,"E09000024","Merton","London",95.260198,0.963898,4.364267,1672,95.344891,0.985936,3.37178,1245,95.394037,0.951566,4.086825,1556,95.26238,0.930752,4.931033,1853,95.009601,0.940682,5.944066,2600,95.15714,1.007387,5.640258,2257,95.331934,0.923422,5.159581,2307,95.155554,0.936825,5.112894,1907,95.292157,0.980763,3.868514,1480
44743,"E09000024","Merton","London",96.383564,1.179261,5.373847,1692,96.495342,1.20662,4.471958,1260,96.525918,1.186532,5.131747,1574,96.34556,1.137048,5.824586,1875,96.195727,1.248428,6.938082,2633,96.342212,1.245385,6.609435,2285,96.44208,1.164506,6.070821,2334,96.266896,1.167921,6.045462,1929,96.420269,1.183845,4.928081,1497
44774,"E09000024","Merton","London",97.326059,0.977858,6.238864,1708,97.467948,1.007931,5.421237,1273,97.461607,0.969366,6.008313,1589,97.258259,0.947319,6.609981,1892,97.158819,1.00118,7.708587,2659,97.274891,0.968089,7.379994,2307,97.339454,0.930479,6.834338,2356,97.220955,0.991057,6.862183,1948,97.367441,0.982338,5.834912,1512
44805,"E09000024","Merton","London",98.00664,0.69928,6.592925,1720,98.139462,0.688958,5.907728,1281,98.112734,0.668085,6.388738,1600,97.930778,0.691478,6.935674,1905,97.896311,0.759058,7.861736,2679,97.917118,0.66022,7.531465,2322,97.975089,0.653009,7.032403,2371,97.929804,0.729111,7.144365,1963,98.047239,0.698178,6.25481,1523
44835,"E09000024","Merton","London",98.32932,0.329243,6.698567,1726,98.407165,0.272778,6.127091,1285,98.384055,0.27654,6.50552,1604,98.278247,0.35481,7.038119,1912,98.330528,0.443547,7.768182,2691,98.221401,0.310755,7.458658,2330,98.288349,0.319734,6.99385,2379,98.305146,0.383276,7.175035,1970,98.351597,0.31042,6.423829,1527
44866,"E09000024","Merton","London",98.872081,0.551983,7.000632,1736,98.909982,0.510957,6.573419,1291,98.891834,0.516119,6.824074,1613,98.851544,0.583341,7.311283,1923,98.935844,0.615593,7.837935,2708,98.770918,0.559468,7.628187,2343,98.824668,0.545659,7.148326,2392,98.883773,0.588603,7.366457,1982,98.881062,0.538339,6.801993,1536
44896,"E09000024","Merton","London",99.473626,0.608407,7.407543,1746,99.483879,0.580221,7.095886,1299,99.477187,0.591912,7.228299,1622,99.465166,0.620751,7.617211,1935,99.518169,0.588589,7.987509,2724,99.423093,0.660291,7.936491,2358,99.441951,0.624624,7.432815,2407,99.485793,0.608816,7.658083,1994,99.477163,0.602846,7.281358,1545
44927,"E09000024","Merton","London",100,0.52916,7.610717,1755,100,0.518799,7.378559,1306,100,0.525561,7.398091,1631,100,0.537709,7.71073,1946,100,0.484164,8.027476,2737,100,0.580254,8.051469,2372,100,0.561181,7.566943,2420,100,0.516864,7.769454,2004,100,0.525585,7.537586,1553
44958,"E09000024","Merton","London",100.154924,0.154924,7.513453,1758,100.156916,0.156916,7.347607,1308,100.137693,0.137693,7.275863,1633,100.120743,0.120743,7.481325,1948,100.081861,0.081861,7.708542,2739,100.201567,0.201567,7.847884,2377,100.135784,0.135784,7.328015,2424,100.134268,0.134268,7.596876,2007,100.164512,0.164512,7.502178,1555
44986,"E09000024","Merton","London",100.207554,0.052549,7.32874,1759,100.191963,0.034992,7.192296,1308,100.167414,0.02968,7.068633,1633,100.130367,0.009611,7.201732,1948,100.105866,0.023985,7.430231,2740,100.261862,0.060174,7.60935,2378,100.172656,0.036822,7.085664,2425,100.171042,0.036725,7.362645,2008,100.225516,0.060904,7.349937,1556
45017,"E09000024","Merton","London",100.710974,0.502377,7.506358,1768,100.688556,0.495641,7.39201,1315,100.653791,0.485564,7.26373,1641,100.558703,0.427779,7.290202,1956,100.506127,0.399838,7.527958,2751,100.774956,0.511754,7.781664,2390,100.608144,0.434738,7.232019,2435,100.642039,0.470193,7.501001,2017,100.754059,0.527354,7.548772,1565
45047,"E09000024","Merton","London",101.737977,1.019753,7.829534,1786,101.734816,1.039105,7.753918,1328,101.691949,1.031415,7.616385,1658,101.544585,0.980404,7.586765,1976,101.465451,0.954493,7.799546,2777,101.807575,1.024678,8.06669,2415,101.625363,1.01107,7.585978,2460,101.609164,0.960955,7.782531,2036,101.805525,1.043597,7.882955,1581
45078,"E09000024","Merton","London",102.721632,0.966852,7.832688,1803,102.734976,0.983105,7.750898,1341,102.688116,0.979593,7.646263,1675,102.50967,0.950405,7.607714,1994,102.381268,0.90259,7.758866,2802,102.817621,0.992113,8.050349,2439,102.622145,0.98084,7.647187,2484,102.537362,0.913498,7.757622,2055,102.80684,0.983557,7.88594,1596
45108,"E09000024","Merton","London",103.453104,0.712092,7.334798,1816,103.487827,0.732809,7.246448,1351,103.431583,0.724005,7.154208,1687,103.230018,0.702712,7.145589,2008,103.097122,0.699204,7.174326,2822,103.566402,0.728261,7.498468,2456,103.379473,0.737977,7.193325,2502,103.200839,0.647059,7.202833,2068,103.558589,0.731225,7.40334,1608
45139,"E09000024","Merton","London",103.504926,0.050092,6.348626,1817,103.527474,0.03831,6.216941,1352,103.466652,0.033905,6.161447,1687,103.287505,0.055688,6.199212,2010,103.12797,0.029921,6.143704,2822,103.652241,0.082882,6.556008,2458,103.451097,0.069283,6.278691,2504,103.241115,0.039027,6.192245,2069,103.609836,0.049486,6.411172,1609
45170,"E09000024","Merton","London",103.477619,-0.026382,5.582253,1816,103.526227,-0.001204,5.488888,1352,103.427374,-0.037962,5.416872,1687,103.263222,-0.02351,5.445115,2009,103.089542,-0.037262,5.304828,2821,103.654664,0.002338,5.859594,2458,103.410915,-0.038842,5.548171,2503,103.217844,-0.022541,5.399827,2069,103.582484,-0.026398,5.645488,1609
45200,"E09000024","Merton","London",103.3255,-0.147007,5.081068,1814,103.387325,-0.134171,5.06077,1350,103.242732,-0.178524,4.93848,1684,103.108382,-0.149946,4.914755,2006,102.913874,-0.170403,4.661163,2817,103.5283,-0.121909,5.402997,2455,103.253818,-0.151915,5.051941,2499,103.084866,-0.128833,4.862126,2066,103.423185,-0.15379,5.156589,1606
45231,"E09000024","Merton","London",103.252919,-0.070245,4.430814,1813,103.32883,-0.056578,4.467545,1349,103.165714,-0.074599,4.321772,1682,103.013052,-0.092456,4.209856,2004,102.748209,-0.160975,3.853371,2812,103.450306,-0.075336,4.737617,2454,103.117984,-0.131554,4.344377,2496,102.997115,-0.085125,4.159774,2064,103.368773,-0.052611,4.538494,1605
45261,"E09000024","Merton","London",103.534049,0.272273,4.081909,1817,103.640485,0.301615,4.178171,1353,103.465686,0.290767,4.009461,1687,103.298418,0.277019,3.853863,2010,102.840443,0.089767,3.338359,2815,103.71327,0.254194,4.315071,2460,103.290388,0.167192,3.870034,2500,103.252931,0.248372,3.786608,2069,103.681138,0.302185,4.22607,1610
45292,"E09000024","Merton","London",103.771706,0.229544,3.771706,1822,103.94502,0.293838,3.94502,1357,103.723781,0.24945,3.723781,1691,103.554234,0.247648,3.554234,2015,102.893358,0.051454,2.893358,2816,103.963926,0.241681,3.963926,2466,103.486853,0.190206,3.486853,2505,103.434796,0.176136,3.434796,2073,103.94753,0.256934,3.94753,1614
45323,"E09000024","Merton","London",105.60973,1.771219,5.446368,1854,105.818422,1.802301,5.652636,1382,105.575002,1.784761,5.429833,1722,105.44343,1.824354,5.316267,2052,104.617169,1.675338,4.531598,2863,105.839495,1.804058,5.626587,2510,105.361659,1.811637,5.218789,2550,105.25478,1.759547,5.113647,2109,105.786501,1.769134,5.612756,1643
42005,"E09000025","Newham","London",79.011839,NA,NA,1220,78.864121,NA,NA,1018,79.884641,NA,NA,1277,78.309866,NA,NA,1388,77.865175,NA,NA,1718,79.384203,NA,NA,1389,78.910718,NA,NA,1471,77.871036,NA,NA,1294,79.408316,NA,NA,1166
42036,"E09000025","Newham","London",78.920523,-0.115572,NA,1218,78.754457,-0.139055,NA,1017,79.774839,-0.137451,NA,1275,78.225312,-0.107973,NA,1386,77.772475,-0.119053,NA,1716,79.299218,-0.107055,NA,1387,78.849122,-0.078057,NA,1469,77.790994,-0.102789,NA,1293,79.30031,-0.136014,NA,1165
42064,"E09000025","Newham","London",79.133948,0.27043,NA,1222,78.984967,0.292695,NA,1020,79.990378,0.270184,NA,1279,78.438257,0.272221,NA,1390,77.958266,0.238891,NA,1720,79.514526,0.271513,NA,1391,79.051739,0.256968,NA,1473,77.997585,0.265571,NA,1296,79.520424,0.27757,NA,1168
42095,"E09000025","Newham","London",79.745263,0.772507,NA,1231,79.62065,0.804815,NA,1028,80.613531,0.779035,NA,1289,79.047585,0.776825,NA,1401,78.513129,0.711743,NA,1733,80.132479,0.777157,NA,1402,79.650173,0.757015,NA,1484,78.583342,0.750994,NA,1306,80.149173,0.790676,NA,1177
42125,"E09000025","Newham","London",80.685629,1.179212,NA,1246,80.557713,1.17691,NA,1040,81.570225,1.186766,NA,1304,79.968806,1.1654,NA,1417,79.390454,1.117425,NA,1752,81.091461,1.196745,NA,1419,80.577353,1.164066,NA,1502,79.496508,1.162036,NA,1321,81.105837,1.193605,NA,1191
42156,"E09000025","Newham","London",81.642927,1.186454,NA,1260,81.524024,1.199526,NA,1053,82.536393,1.184462,NA,1320,80.921748,1.191643,NA,1434,80.241874,1.072445,NA,1771,82.053676,1.18658,NA,1435,81.514942,1.163589,NA,1519,80.431331,1.17593,NA,1337,82.079254,1.200181,NA,1205
42186,"E09000025","Newham","London",82.516682,1.070215,NA,1274,82.391766,1.0644,NA,1064,83.435773,1.089676,NA,1334,81.789256,1.072033,NA,1449,81.04543,1.001417,NA,1788,82.979212,1.127964,NA,1452,82.386737,1.069492,NA,1535,81.273098,1.046566,NA,1351,82.96694,1.081499,NA,1219
42217,"E09000025","Newham","London",83.050348,0.646737,NA,1282,82.902661,0.620081,NA,1071,83.969375,0.639536,NA,1343,82.331959,0.663538,NA,1459,81.583269,0.663628,NA,1800,83.566454,0.707698,NA,1462,82.957806,0.693156,NA,1546,81.794121,0.641078,NA,1359,83.491167,0.63185,NA,1226
42248,"E09000025","Newham","London",83.495103,0.535525,NA,1289,83.318669,0.501802,NA,1076,84.420779,0.537582,NA,1350,82.769684,0.531659,NA,1467,82.102854,0.636876,NA,1812,84.083224,0.618394,NA,1471,83.449609,0.592835,NA,1555,82.216734,0.516678,NA,1367,83.928796,0.524162,NA,1233
42278,"E09000025","Newham","London",83.916023,0.504125,NA,1296,83.706931,0.465997,NA,1081,84.814346,0.466197,NA,1356,83.204321,0.525116,NA,1474,82.624613,0.635495,NA,1823,84.509728,0.50724,NA,1478,83.916463,0.559445,NA,1564,82.654235,0.532131,NA,1374,84.322465,0.469051,NA,1238
42309,"E09000025","Newham","London",84.183928,0.319254,NA,1300,83.921566,0.256412,NA,1084,85.081734,0.315263,NA,1360,83.500916,0.356466,NA,1480,82.957824,0.403282,NA,1831,84.805948,0.350517,NA,1484,84.208717,0.348267,NA,1569,82.930615,0.334381,NA,1378,84.574166,0.298498,NA,1242
42339,"E09000025","Newham","London",84.500549,0.376106,NA,1305,84.225711,0.362416,NA,1088,85.381223,0.352002,NA,1365,83.843181,0.409895,NA,1486,83.311469,0.426296,NA,1838,85.140667,0.394688,NA,1489,84.547151,0.401899,NA,1576,83.262431,0.400113,NA,1384,84.871486,0.351549,NA,1247
42370,"E09000025","Newham","London",85.025097,0.620763,7.610578,1313,84.786505,0.665822,7.509604,1095,85.926977,0.639197,7.563827,1374,84.382139,0.642817,7.754162,1495,83.770259,0.550692,7.583728,1849,85.678543,0.63175,7.928959,1499,85.072053,0.620839,7.807983,1585,83.739922,0.573478,7.536674,1392,85.423288,0.650161,7.574737,1255
42401,"E09000025","Newham","London",85.631135,0.712776,8.503,1322,85.471716,0.808161,8.529371,1104,86.572229,0.75093,8.520719,1384,84.981222,0.709964,8.636475,1506,84.265684,0.591409,8.348981,1860,86.260147,0.67882,8.778055,1509,85.644541,0.672945,8.618256,1596,84.286829,0.653102,8.350369,1401,86.075595,0.763618,8.543832,1264
42430,"E09000025","Newham","London",86.292765,0.772651,9.046456,1332,86.171499,0.81873,9.098607,1113,87.276083,0.813025,9.108227,1395,85.648487,0.785192,9.192236,1518,84.805715,0.640867,8.78348,1871,86.934609,0.781893,9.331733,1521,86.294076,0.758407,9.161514,1608,84.888155,0.713428,8.834338,1411,86.775101,0.812665,9.123037,1274
42461,"E09000025","Newham","London",86.824246,0.615905,8.876995,1340,86.718107,0.634326,8.914091,1120,87.837078,0.642783,8.960713,1404,86.167466,0.60594,9.007081,1527,85.246303,0.519526,8.575857,1881,87.495561,0.645257,9.188636,1531,86.814537,0.603125,8.994788,1618,85.375381,0.573963,8.643103,1419,87.330565,0.640118,8.960032,1283
42491,"E09000025","Newham","London",87.667463,0.971176,8.653132,1353,87.571602,0.984217,8.706663,1131,88.678327,0.957737,8.714089,1418,87.001958,0.968454,8.79487,1542,86.03144,0.921022,8.364968,1898,88.38506,1.016621,8.994287,1546,87.66597,0.980749,8.797282,1634,86.199247,0.964992,8.431489,1433,88.17651,0.96867,8.717835,1295
42522,"E09000025","Newham","London",88.412032,0.849311,8.29111,1365,88.2961,0.827321,8.306847,1140,89.428529,0.845982,8.35042,1430,87.73481,0.84234,8.419321,1555,86.795407,0.888008,8.167223,1915,89.119884,0.83139,8.611689,1559,88.411148,0.85002,8.460051,1648,86.944213,0.864237,8.097444,1445,88.919173,0.842247,8.333311,1306
42552,"E09000025","Newham","London",88.855693,0.50181,7.682096,1372,88.710946,0.469835,7.669674,1146,89.857781,0.479994,7.696948,1437,88.178563,0.505788,7.811914,1563,87.29078,0.570737,7.705987,1926,89.548958,0.481457,7.91734,1567,88.864357,0.512615,7.862454,1656,87.414164,0.54052,7.556087,1453,89.345273,0.479198,7.6878,1312
42583,"E09000025","Newham","London",89.14193,0.322138,7.334807,1376,88.983412,0.30714,7.334808,1149,90.128464,0.301236,7.334923,1441,88.452547,0.310715,7.434036,1567,87.646918,0.407991,7.432466,1934,89.785315,0.263942,7.441816,1571,89.157536,0.329918,7.473354,1662,87.701728,0.328968,7.222532,1458,89.631995,0.320915,7.355063,1316
42614,"E09000025","Newham","London",89.156484,0.016327,6.780495,1376,88.997406,0.015726,6.815684,1149,90.116164,-0.013647,6.746426,1441,88.4669,0.016227,6.883215,1568,87.728168,0.092702,6.851546,1936,89.750993,-0.038227,6.740666,1570,89.180674,0.025952,6.867696,1662,87.726967,0.028779,6.702083,1458,89.642062,0.011232,6.807278,1317
42644,"E09000025","Newham","London",89.343958,0.210274,6.468294,1379,89.159123,0.18171,6.51343,1151,90.297742,0.201493,6.465175,1444,88.665829,0.224863,6.563972,1571,87.973721,0.279901,6.473988,1941,89.914279,0.181932,6.395182,1573,89.378949,0.222329,6.509433,1666,87.923492,0.224019,6.37506,1461,89.82297,0.201812,6.523179,1319
42675,"E09000025","Newham","London",89.460683,0.130647,6.268126,1381,89.243889,0.095073,6.342021,1152,90.409509,0.123777,6.261949,1446,88.814718,0.167922,6.363766,1574,88.104829,0.149031,6.204364,1944,90.038269,0.137898,6.169757,1575,89.516473,0.153866,6.303096,1668,88.050847,0.144848,6.174117,1463,89.927486,0.116357,6.329734,1321
42705,"E09000025","Newham","London",89.81089,0.391465,6.284386,1387,89.56586,0.360776,6.340283,1157,90.756297,0.383574,6.295381,1451,89.179513,0.410736,6.364658,1580,88.446918,0.388276,6.164156,1952,90.429726,0.434768,6.212142,1582,89.884525,0.411156,6.312896,1675,88.398732,0.395096,6.16881,1469,90.270227,0.38113,6.361077,1326
